tf,target
KLF3,RFX1
MEF2C,RFX1
NFIB,RFX1
TCF3,RFX1
VEZF1,RFX1
ZNF219,RFX1
ARX,RFX2
ATF7,RFX2
BHLHE22,RFX2
CTCF,RFX2
DEAF1,RFX2
E2F1,RFX2
JUN,RFX2
KAT7,RFX2
KLF10,RFX2
KLF11,RFX2
KLF3,RFX2
MEF2C,RFX2
MEIS2,RFX2
NEUROD2,RFX2
NEUROD6,RFX2
NFIA,RFX2
NR2E1,RFX2
NR4A2,RFX2
PHF21A,RFX2
POU2F1,RFX2
POU3F2,RFX2
RFX2,RFX2
SATB2,RFX2
SOX2,RFX2
SOX6,RFX2
SOX9,RFX2
TBR1,RFX2
VEZF1,RFX2
ZBTB18,RFX2
ZBTB20,RFX2
ZNF148,RFX2
ZNF219,RFX2
ZNF281,RFX2
ZNF441,RFX2
ARX,RFX3
DEAF1,RFX3
KLF11,RFX3
KLF3,RFX3
MEF2C,RFX3
MEIS2,RFX3
SATB2,RFX3
SOX9,RFX3
TBR1,RFX3
ZBTB18,RFX3
ZNF148,RFX3
ARX,RFX4
ASCL1,RFX4
ATF7,RFX4
BHLHE22,RFX4
CTCF,RFX4
DEAF1,RFX4
E2F1,RFX4
EMX1,RFX4
FOS,RFX4
JUN,RFX4
KAT7,RFX4
KLF10,RFX4
KLF11,RFX4
KLF3,RFX4
MEF2C,RFX4
MEIS2,RFX4
NEUROD2,RFX4
NEUROD6,RFX4
NFIA,RFX4
NFIB,RFX4
NR2E1,RFX4
NR4A2,RFX4
PHF21A,RFX4
POU2F1,RFX4
POU3F1,RFX4
POU3F2,RFX4
RFX2,RFX4
SATB2,RFX4
SOX2,RFX4
SOX5,RFX4
SOX6,RFX4
SOX9,RFX4
TBR1,RFX4
TCF3,RFX4
TCF7L1,RFX4
TFAP2C,RFX4
VEZF1,RFX4
ZBTB18,RFX4
ZBTB20,RFX4
ZNF148,RFX4
ZNF219,RFX4
ZNF281,RFX4
ZNF441,RFX4
KLF11,RFX7
PHF21A,RFX7
SOX6,RFX7
VEZF1,RFX7
ARX,RGCC
ASCL1,RGCC
ATF7,RGCC
BHLHE22,RGCC
CTCF,RGCC
DEAF1,RGCC
E2F1,RGCC
EMX1,RGCC
FOS,RGCC
JUN,RGCC
KAT7,RGCC
KLF10,RGCC
KLF11,RGCC
KLF3,RGCC
MEF2C,RGCC
MEIS2,RGCC
NEUROD2,RGCC
NEUROD6,RGCC
NFIA,RGCC
NFIB,RGCC
NR2E1,RGCC
NR4A2,RGCC
POU2F1,RGCC
POU3F1,RGCC
POU3F2,RGCC
RFX2,RGCC
SOX2,RGCC
SOX5,RGCC
SOX6,RGCC
SOX9,RGCC
TBR1,RGCC
TCF12,RGCC
TCF3,RGCC
TCF7L1,RGCC
TFAP2C,RGCC
VEZF1,RGCC
ZBTB18,RGCC
ZBTB20,RGCC
ZNF148,RGCC
ZNF219,RGCC
ZNF281,RGCC
ZNF441,RGCC
KLF11,RGMB
NEUROD2,RGMB
POU2F1,RGMB
SOX6,RGMB
ZNF219,RGMB
NEUROD6,RGN
SOX2,RGN
TBR1,RGN
CTCF,RGS16
NR2E1,RGS16
SOX2,RGS16
SOX9,RGS16
TCF3,RGS16
ARX,RGS3
BHLHE22,RGS3
E2F1,RGS3
JUN,RGS3
KLF10,RGS3
KLF11,RGS3
KLF3,RGS3
MEF2C,RGS3
MEIS2,RGS3
NEUROD2,RGS3
NFIA,RGS3
NR2E1,RGS3
NR4A2,RGS3
PHF21A,RGS3
POU2F1,RGS3
POU3F2,RGS3
RFX2,RGS3
SOX2,RGS3
SOX9,RGS3
TCF7L1,RGS3
TFAP2C,RGS3
VEZF1,RGS3
ZBTB18,RGS3
ZBTB20,RGS3
ZNF148,RGS3
ZNF219,RGS3
ZNF441,RGS3
ARX,RGS6
ASCL1,RGS6
ATF7,RGS6
BHLHE22,RGS6
CTCF,RGS6
DEAF1,RGS6
E2F1,RGS6
EMX1,RGS6
FOS,RGS6
JUN,RGS6
KAT7,RGS6
KLF10,RGS6
KLF11,RGS6
KLF3,RGS6
MEF2C,RGS6
MEIS2,RGS6
NEUROD2,RGS6
NEUROD6,RGS6
NFIA,RGS6
NFIB,RGS6
NR2E1,RGS6
NR4A2,RGS6
PHF21A,RGS6
POU2F1,RGS6
POU3F1,RGS6
POU3F2,RGS6
RFX2,RGS6
SATB2,RGS6
SOX2,RGS6
SOX5,RGS6
SOX6,RGS6
TBR1,RGS6
TCF12,RGS6
TCF3,RGS6
TCF7L1,RGS6
TFAP2C,RGS6
VEZF1,RGS6
ZBTB18,RGS6
ZBTB20,RGS6
ZNF148,RGS6
ZNF219,RGS6
ZNF281,RGS6
ZNF441,RGS6
ARX,RHNO1
BHLHE22,RHNO1
DEAF1,RHNO1
E2F1,RHNO1
JUN,RHNO1
KLF11,RHNO1
KLF3,RHNO1
MEF2C,RHNO1
MEIS2,RHNO1
NEUROD2,RHNO1
NFIA,RHNO1
NR2E1,RHNO1
POU3F2,RHNO1
RFX2,RHNO1
SOX2,RHNO1
SOX9,RHNO1
TBR1,RHNO1
TCF7L1,RHNO1
VEZF1,RHNO1
ZBTB18,RHNO1
ZBTB20,RHNO1
ZNF219,RHNO1
NEUROD6,RHOB
ARX,RHOBTB3
CTCF,RHOBTB3
DEAF1,RHOBTB3
KAT7,RHOBTB3
KLF3,RHOBTB3
NR2E1,RHOBTB3
RFX2,RHOBTB3
SOX9,RHOBTB3
ZNF148,RHOBTB3
ZNF219,RHOBTB3
ARX,RHOC
ASCL1,RHOC
ATF7,RHOC
BHLHE22,RHOC
CTCF,RHOC
DEAF1,RHOC
E2F1,RHOC
EMX1,RHOC
FOS,RHOC
JUN,RHOC
KAT7,RHOC
KLF10,RHOC
KLF11,RHOC
KLF3,RHOC
MEF2C,RHOC
MEIS2,RHOC
NEUROD2,RHOC
NEUROD6,RHOC
NFIA,RHOC
NFIB,RHOC
NR2E1,RHOC
NR4A2,RHOC
PHF21A,RHOC
POU2F1,RHOC
POU3F2,RHOC
RFX2,RHOC
SATB2,RHOC
SOX2,RHOC
SOX5,RHOC
SOX6,RHOC
SOX9,RHOC
TBR1,RHOC
TCF3,RHOC
TCF7L1,RHOC
TFAP2C,RHOC
VEZF1,RHOC
ZBTB18,RHOC
ZBTB20,RHOC
ZNF148,RHOC
ZNF219,RHOC
ZNF281,RHOC
ZNF441,RHOC
CTCF,RHOXF1
VEZF1,RHOXF1
CTCF,RIMS2
JUN,RIMS2
RFX2,RIMS2
VEZF1,RIMS2
ZBTB20,RIMS2
ZNF281,RIMS2
KLF11,RIN2
KLF3,RIN2
NEUROD6,RIN2
NR4A2,RIN2
SOX6,RIN2
ZNF148,RIN2
ZNF281,RIN2
JUN,RIT2
KAT7,RIT2
KLF10,RIT2
KLF11,RIT2
MEF2C,RIT2
NR4A2,RIT2
RFX2,RIT2
SOX2,RIT2
SOX5,RIT2
TCF7L1,RIT2
ZBTB18,RIT2
ZNF441,RIT2
ARX,RND3
KLF10,RND3
SOX9,RND3
TCF12,RND3
JUN,RNF26
KLF11,RNF26
NR2E1,RNF26
VEZF1,RNF26
ZNF219,RNF26
BHLHE22,ROBO1
CTCF,ROBO1
FOS,ROBO1
KLF10,ROBO1
KLF11,ROBO1
MEF2C,ROBO1
MEIS2,ROBO1
POU2F1,ROBO1
POU3F1,ROBO1
SATB2,ROBO1
TCF7L1,ROBO1
VEZF1,ROBO1
ZBTB20,ROBO1
ZNF219,ROBO1
ZNF281,ROBO1
ARX,ROBO2
ATF7,ROBO3
BHLHE22,ROBO3
FOS,ROBO3
POU3F2,ROBO3
ZBTB18,ROBO3
ZNF148,ROBO3
ZNF441,ROBO3
ARX,ROR1
BHLHE22,ROR1
CTCF,ROR1
DEAF1,ROR1
E2F1,ROR1
EMX1,ROR1
FOS,ROR1
JUN,ROR1
KAT7,ROR1
KLF10,ROR1
KLF11,ROR1
KLF3,ROR1
MEF2C,ROR1
MEIS2,ROR1
NEUROD2,ROR1
NEUROD6,ROR1
NFIA,ROR1
NFIB,ROR1
NR2E1,ROR1
NR4A2,ROR1
POU2F1,ROR1
POU3F2,ROR1
RFX2,ROR1
SOX2,ROR1
SOX5,ROR1
SOX9,ROR1
TBR1,ROR1
TCF3,ROR1
TCF7L1,ROR1
TFAP2C,ROR1
ZBTB18,ROR1
ZBTB20,ROR1
ZNF219,ROR1
ARX,ROR2
ASCL1,ROR2
CTCF,ROR2
NR2E1,ROR2
POU3F1,ROR2
SOX2,ROR2
ARX,RORA
ASCL1,RORA
ATF7,RORA
BHLHE22,RORA
CTCF,RORA
DEAF1,RORA
E2F1,RORA
EMX1,RORA
FOS,RORA
JUN,RORA
KAT7,RORA
KLF10,RORA
KLF11,RORA
KLF3,RORA
MEF2C,RORA
MEIS2,RORA
NEUROD2,RORA
NEUROD6,RORA
NFIA,RORA
NFIB,RORA
NR2E1,RORA
NR4A2,RORA
POU2F1,RORA
POU3F2,RORA
RFX2,RORA
SATB2,RORA
SOX5,RORA
SOX6,RORA
SOX9,RORA
TBR1,RORA
TCF12,RORA
TCF3,RORA
TCF7L1,RORA
TFAP2C,RORA
VEZF1,RORA
ZBTB18,RORA
ZBTB20,RORA
ZNF148,RORA
ZNF219,RORA
ZNF281,RORA
ZNF441,RORA
ARX,RORB
E2F1,RORB
KLF10,RORB
KLF3,RORB
MEF2C,RORB
MEIS2,RORB
NFIA,RORB
NR2E1,RORB
POU3F2,RORB
RFX2,RORB
SOX2,RORB
TBR1,RORB
VEZF1,RORB
ZBTB18,RORB
ZNF148,RORB
ZNF219,RORB
ARX,RRAGC
ASCL1,RRAGC
ATF7,RRAGC
DEAF1,RRAGC
E2F1,RRAGC
FOS,RRAGC
JUN,RRAGC
KAT7,RRAGC
KLF10,RRAGC
KLF11,RRAGC
KLF3,RRAGC
MEF2C,RRAGC
MEIS2,RRAGC
NFIA,RRAGC
NR2E1,RRAGC
NR4A2,RRAGC
POU2F1,RRAGC
POU3F2,RRAGC
RFX2,RRAGC
SATB2,RRAGC
SOX5,RRAGC
TCF7L1,RRAGC
TFAP2C,RRAGC
VEZF1,RRAGC
ZNF219,RRAGC
ARX,RRBP1
ASCL1,RRBP1
ATF7,RRBP1
BHLHE22,RRBP1
CTCF,RRBP1
DEAF1,RRBP1
E2F1,RRBP1
EMX1,RRBP1
FOS,RRBP1
JUN,RRBP1
KAT7,RRBP1
KLF10,RRBP1
KLF11,RRBP1
KLF3,RRBP1
MEF2C,RRBP1
MEIS2,RRBP1
NEUROD2,RRBP1
NEUROD6,RRBP1
NFIA,RRBP1
NFIB,RRBP1
NR2E1,RRBP1
NR4A2,RRBP1
POU2F1,RRBP1
POU3F1,RRBP1
POU3F2,RRBP1
RFX2,RRBP1
SATB2,RRBP1
SOX2,RRBP1
SOX5,RRBP1
SOX6,RRBP1
SOX9,RRBP1
TBR1,RRBP1
TCF12,RRBP1
TCF3,RRBP1
TCF7L1,RRBP1
TFAP2C,RRBP1
VEZF1,RRBP1
ZBTB18,RRBP1
ZBTB20,RRBP1
ZNF148,RRBP1
ZNF219,RRBP1
ZNF281,RRBP1
ZNF441,RRBP1
ARX,RREB1
ASCL1,RREB1
ATF7,RREB1
BHLHE22,RREB1
CTCF,RREB1
DEAF1,RREB1
E2F1,RREB1
EMX1,RREB1
FOS,RREB1
JUN,RREB1
KAT7,RREB1
KLF10,RREB1
KLF11,RREB1
KLF3,RREB1
MEF2C,RREB1
MEIS2,RREB1
NEUROD2,RREB1
NEUROD6,RREB1
NFIA,RREB1
NFIB,RREB1
NR2E1,RREB1
NR4A2,RREB1
PHF21A,RREB1
POU2F1,RREB1
POU3F2,RREB1
RFX2,RREB1
SOX2,RREB1
SOX5,RREB1
SOX6,RREB1
SOX9,RREB1
TBR1,RREB1
TCF3,RREB1
TCF7L1,RREB1
TFAP2C,RREB1
VEZF1,RREB1
ZBTB18,RREB1
ZBTB20,RREB1
ZNF148,RREB1
ZNF219,RREB1
ZNF281,RREB1
ZNF441,RREB1
ARX,RRM1
CTCF,RRM1
DEAF1,RRM1
JUN,RRM1
MEF2C,RRM1
NR2E1,RRM1
RFX2,RRM1
SOX2,RRM1
SOX6,RRM1
SOX9,RRM1
TBR1,RRM1
TFAP2C,RRM1
ZNF148,RRM1
ZNF219,RRM1
ARX,RRM2
CTCF,RRM2
E2F1,RRM2
KLF11,RRM2
MEF2C,RRM2
NEUROD2,RRM2
NFIA,RRM2
NR2E1,RRM2
RFX2,RRM2
SOX2,RRM2
SOX9,RRM2
ZBTB18,RRM2
ZNF148,RRM2
ZNF219,RRM2
CTCF,RRP12
KAT7,RRP12
MEIS2,RRP12
NR4A2,RRP12
SATB2,RRP12
SOX9,RRP12
TFAP2C,RRP12
ZNF148,RRP12
SATB2,RSPO3
TCF3,RSPO3
ARX,RTKN2
E2F1,RTKN2
KLF11,RTKN2
NR2E1,RTKN2
SOX2,RTKN2
SOX9,RTKN2
ZNF148,RTKN2
ZNF219,RTKN2
ASCL1,RTN1
ATF7,RTN1
BHLHE22,RTN1
EMX1,RTN1
FOS,RTN1
JUN,RTN1
KAT7,RTN1
KLF10,RTN1
KLF11,RTN1
KLF3,RTN1
MEF2C,RTN1
MEIS2,RTN1
NFIB,RTN1
NR2E1,RTN1
NR4A2,RTN1
PHF21A,RTN1
POU2F1,RTN1
POU3F2,RTN1
RFX2,RTN1
SATB2,RTN1
SOX2,RTN1
SOX5,RTN1
SOX6,RTN1
TBR1,RTN1
TCF7L1,RTN1
TFAP2C,RTN1
VEZF1,RTN1
ZBTB18,RTN1
ZBTB20,RTN1
ZNF148,RTN1
ZNF219,RTN1
ZNF281,RTN1
ZNF441,RTN1
NR2E1,RUNDC3B
PHF21A,RUNDC3B
SOX2,RUNDC3B
TCF7L1,RUNDC3B
ARX,RUNX1T1
BHLHE22,RUNX1T1
CTCF,RUNX1T1
KAT7,RUNX1T1
KLF11,RUNX1T1
NFIA,RUNX1T1
NR2E1,RUNX1T1
PHF21A,RUNX1T1
SOX2,RUNX1T1
SOX9,RUNX1T1
TCF3,RUNX1T1
PHF21A,RYR2
ATF7,S100A10
BHLHE22,S100A10
DEAF1,S100A10
E2F1,S100A10
EMX1,S100A10
FOS,S100A10
KLF10,S100A10
KLF11,S100A10
KLF3,S100A10
MEF2C,S100A10
MEIS2,S100A10
NEUROD2,S100A10
NFIB,S100A10
NR2E1,S100A10
NR4A2,S100A10
POU2F1,S100A10
POU3F2,S100A10
RFX2,S100A10
SATB2,S100A10
SOX2,S100A10
SOX5,S100A10
SOX6,S100A10
SOX9,S100A10
TBR1,S100A10
TCF7L1,S100A10
TFAP2C,S100A10
VEZF1,S100A10
ZBTB18,S100A10
ZBTB20,S100A10
ZNF281,S100A10
ARX,S100A11
ASCL1,S100A11
ATF7,S100A11
BHLHE22,S100A11
CTCF,S100A11
DEAF1,S100A11
E2F1,S100A11
EMX1,S100A11
FOS,S100A11
JUN,S100A11
KAT7,S100A11
KLF10,S100A11
KLF11,S100A11
KLF3,S100A11
MEF2C,S100A11
MEIS2,S100A11
NEUROD6,S100A11
NFIA,S100A11
NFIB,S100A11
NR2E1,S100A11
NR4A2,S100A11
POU2F1,S100A11
POU3F2,S100A11
RFX2,S100A11
SATB2,S100A11
SOX2,S100A11
SOX5,S100A11
SOX6,S100A11
SOX9,S100A11
TBR1,S100A11
TCF3,S100A11
TCF7L1,S100A11
TFAP2C,S100A11
VEZF1,S100A11
ZBTB18,S100A11
ZBTB20,S100A11
ZNF219,S100A11
ZNF281,S100A11
ZNF441,S100A11
ATF7,S100A13
EMX1,S100A13
JUN,S100A13
NFIB,S100A13
NR2E1,S100A13
NR4A2,S100A13
RFX2,S100A13
TCF7L1,S100A13
VEZF1,S100A13
ZBTB18,S100A13
ZNF219,S100A13
ARX,S100A16
ATF7,S100A16
BHLHE22,S100A16
CTCF,S100A16
DEAF1,S100A16
EMX1,S100A16
FOS,S100A16
JUN,S100A16
KAT7,S100A16
KLF10,S100A16
KLF11,S100A16
KLF3,S100A16
MEF2C,S100A16
MEIS2,S100A16
NEUROD6,S100A16
NFIA,S100A16
NFIB,S100A16
NR2E1,S100A16
NR4A2,S100A16
POU2F1,S100A16
POU3F2,S100A16
RFX2,S100A16
SOX2,S100A16
SOX5,S100A16
SOX6,S100A16
SOX9,S100A16
TBR1,S100A16
TCF7L1,S100A16
TFAP2C,S100A16
VEZF1,S100A16
ZBTB18,S100A16
ZBTB20,S100A16
ZNF148,S100A16
ZNF219,S100A16
ZNF281,S100A16
ZNF441,S100A16
ARX,S100A6
ATF7,S100A6
BHLHE22,S100A6
EMX1,S100A6
FOS,S100A6
JUN,S100A6
KAT7,S100A6
MEF2C,S100A6
NEUROD6,S100A6
NFIA,S100A6
NR2E1,S100A6
NR4A2,S100A6
POU3F2,S100A6
RFX2,S100A6
SOX2,S100A6
SOX5,S100A6
SOX6,S100A6
SOX9,S100A6
TBR1,S100A6
TCF7L1,S100A6
VEZF1,S100A6
ZBTB18,S100A6
ZBTB20,S100A6
ZNF148,S100A6
ZNF219,S100A6
ZNF281,S100A6
ARX,S100B
ASCL1,S100B
ATF7,S100B
BHLHE22,S100B
CTCF,S100B
DEAF1,S100B
E2F1,S100B
EMX1,S100B
FOS,S100B
JUN,S100B
KAT7,S100B
KLF10,S100B
KLF11,S100B
KLF3,S100B
MEF2C,S100B
MEIS2,S100B
NEUROD2,S100B
NEUROD6,S100B
NFIA,S100B
NFIB,S100B
NR2E1,S100B
NR4A2,S100B
PHF21A,S100B
POU2F1,S100B
POU3F2,S100B
RFX2,S100B
SATB2,S100B
SOX2,S100B
SOX5,S100B
SOX6,S100B
SOX9,S100B
TBR1,S100B
TCF12,S100B
TCF3,S100B
TCF7L1,S100B
TFAP2C,S100B
VEZF1,S100B
ZBTB18,S100B
ZBTB20,S100B
ZNF148,S100B
ZNF219,S100B
ZNF281,S100B
ZNF441,S100B
ASCL1,S1PR3
ATF7,S1PR3
CTCF,S1PR3
DEAF1,S1PR3
E2F1,S1PR3
FOS,S1PR3
KLF10,S1PR3
KLF11,S1PR3
NFIA,S1PR3
NR2E1,S1PR3
NR4A2,S1PR3
POU2F1,S1PR3
VEZF1,S1PR3
ZBTB18,S1PR3
ZNF148,S1PR3
ZNF281,S1PR3
ZNF441,S1PR3
ARX,SALL1
ATF7,SALL1
DEAF1,SALL1
E2F1,SALL1
EMX1,SALL1
JUN,SALL1
KAT7,SALL1
KLF11,SALL1
KLF3,SALL1
MEF2C,SALL1
NEUROD2,SALL1
NR2E1,SALL1
NR4A2,SALL1
POU3F2,SALL1
RFX2,SALL1
SATB2,SALL1
SOX2,SALL1
SOX9,SALL1
TBR1,SALL1
TCF3,SALL1
TCF7L1,SALL1
ZNF148,SALL1
ZNF219,SALL1
BHLHE22,SALL2
E2F1,SALL2
EMX1,SALL2
KAT7,SALL2
MEF2C,SALL2
NFIB,SALL2
PHF21A,SALL2
POU3F2,SALL2
RFX2,SALL2
SATB2,SALL2
SOX5,SALL2
TCF7L1,SALL2
TFAP2C,SALL2
VEZF1,SALL2
ZBTB18,SALL2
ZNF148,SALL2
ZNF219,SALL2
ARX,SALL3
ATF7,SALL3
BHLHE22,SALL3
CTCF,SALL3
DEAF1,SALL3
E2F1,SALL3
EMX1,SALL3
FOS,SALL3
JUN,SALL3
KLF10,SALL3
KLF11,SALL3
KLF3,SALL3
MEF2C,SALL3
MEIS2,SALL3
NEUROD2,SALL3
NEUROD6,SALL3
NFIA,SALL3
NFIB,SALL3
NR2E1,SALL3
NR4A2,SALL3
POU2F1,SALL3
POU3F2,SALL3
RFX2,SALL3
SATB2,SALL3
SOX5,SALL3
SOX6,SALL3
SOX9,SALL3
TBR1,SALL3
TCF3,SALL3
TCF7L1,SALL3
TFAP2C,SALL3
VEZF1,SALL3
ZBTB18,SALL3
ZBTB20,SALL3
ZNF148,SALL3
ZNF219,SALL3
ZNF281,SALL3
ZNF441,SALL3
ARX,SAMD4A
ASCL1,SAMD4A
ATF7,SAMD4A
BHLHE22,SAMD4A
CTCF,SAMD4A
DEAF1,SAMD4A
E2F1,SAMD4A
EMX1,SAMD4A
FOS,SAMD4A
JUN,SAMD4A
KAT7,SAMD4A
KLF10,SAMD4A
KLF11,SAMD4A
KLF3,SAMD4A
MEF2C,SAMD4A
MEIS2,SAMD4A
NEUROD2,SAMD4A
NEUROD6,SAMD4A
NFIA,SAMD4A
NFIB,SAMD4A
NR2E1,SAMD4A
NR4A2,SAMD4A
PHF21A,SAMD4A
POU2F1,SAMD4A
POU3F2,SAMD4A
RFX2,SAMD4A
SATB2,SAMD4A
SOX2,SAMD4A
SOX5,SAMD4A
SOX6,SAMD4A
TBR1,SAMD4A
TCF3,SAMD4A
TCF7L1,SAMD4A
TFAP2C,SAMD4A
VEZF1,SAMD4A
ZBTB18,SAMD4A
ZBTB20,SAMD4A
ZNF148,SAMD4A
ZNF219,SAMD4A
ZNF281,SAMD4A
ZNF441,SAMD4A
ARX,SAP18
ATF7,SAP18
CTCF,SAP18
JUN,SAP18
KLF11,SAP18
NEUROD6,SAP18
NR2E1,SAP18
POU2F1,SAP18
POU3F2,SAP18
RFX2,SAP18
SOX6,SAP18
TBR1,SAP18
ZNF148,SAP18
ZNF219,SAP18
ARX,SAPCD2
E2F1,SAPCD2
NFIA,SAPCD2
SOX9,SAPCD2
TBR1,SAPCD2
ARX,SAT1
ASCL1,SAT1
ATF7,SAT1
BHLHE22,SAT1
CTCF,SAT1
DEAF1,SAT1
E2F1,SAT1
EMX1,SAT1
FOS,SAT1
JUN,SAT1
KAT7,SAT1
KLF10,SAT1
KLF11,SAT1
KLF3,SAT1
MEF2C,SAT1
MEIS2,SAT1
NEUROD6,SAT1
NFIA,SAT1
NFIB,SAT1
NR2E1,SAT1
NR4A2,SAT1
PHF21A,SAT1
POU2F1,SAT1
POU3F2,SAT1
RFX2,SAT1
SATB2,SAT1
SOX2,SAT1
SOX5,SAT1
SOX6,SAT1
SOX9,SAT1
TBR1,SAT1
TCF7L1,SAT1
TFAP2C,SAT1
VEZF1,SAT1
ZBTB18,SAT1
ZBTB20,SAT1
ZNF148,SAT1
ZNF219,SAT1
ZNF281,SAT1
ZNF441,SAT1
SOX6,SATB1
SOX9,SATB1
VEZF1,SATB1
ATF7,SC5D
DEAF1,SC5D
E2F1,SC5D
EMX1,SC5D
FOS,SC5D
KAT7,SC5D
KLF10,SC5D
KLF11,SC5D
KLF3,SC5D
MEF2C,SC5D
MEIS2,SC5D
NEUROD6,SC5D
NFIB,SC5D
NR2E1,SC5D
NR4A2,SC5D
POU2F1,SC5D
POU3F2,SC5D
RFX2,SC5D
SATB2,SC5D
SOX2,SC5D
SOX6,SC5D
TBR1,SC5D
TCF7L1,SC5D
TFAP2C,SC5D
VEZF1,SC5D
ZBTB18,SC5D
ZBTB20,SC5D
ZNF148,SC5D
ZNF219,SC5D
ZNF441,SC5D
ARX,SCD
ASCL1,SCD
ATF7,SCD
BHLHE22,SCD
CTCF,SCD
DEAF1,SCD
E2F1,SCD
EMX1,SCD
FOS,SCD
JUN,SCD
KAT7,SCD
KLF10,SCD
KLF11,SCD
KLF3,SCD
MEF2C,SCD
MEIS2,SCD
NEUROD6,SCD
NFIA,SCD
NFIB,SCD
NR2E1,SCD
NR4A2,SCD
PHF21A,SCD
POU2F1,SCD
POU3F2,SCD
RFX2,SCD
SATB2,SCD
SOX2,SCD
SOX5,SCD
SOX6,SCD
SOX9,SCD
TBR1,SCD
TCF12,SCD
TCF3,SCD
TCF7L1,SCD
TFAP2C,SCD
VEZF1,SCD
ZBTB18,SCD
ZBTB20,SCD
ZNF148,SCD
ZNF219,SCD
ZNF281,SCD
ZNF441,SCD
ATF7,SCG2
BHLHE22,SCG2
E2F1,SCG2
EMX1,SCG2
FOS,SCG2
JUN,SCG2
KAT7,SCG2
KLF10,SCG2
KLF11,SCG2
MEF2C,SCG2
MEIS2,SCG2
NFIB,SCG2
NR4A2,SCG2
POU2F1,SCG2
RFX2,SCG2
SOX2,SCG2
SOX5,SCG2
SOX6,SCG2
TBR1,SCG2
TCF7L1,SCG2
TFAP2C,SCG2
VEZF1,SCG2
ZBTB18,SCG2
ZBTB20,SCG2
ZNF281,SCG2
ZNF441,SCG2
ARX,SCG3
BHLHE22,SCG3
DEAF1,SCG3
E2F1,SCG3
EMX1,SCG3
FOS,SCG3
KAT7,SCG3
KLF10,SCG3
NFIA,SCG3
NR2E1,SCG3
ZBTB18,SCG3
ZNF148,SCG3
ZNF441,SCG3
ZNF219,SCG5
ARX,SCGN
KAT7,SCGN
KLF10,SCGN
MEIS2,SCGN
NR2E1,SCGN
SOX2,SCGN
SOX9,SCGN
TCF3,SCGN
TFAP2C,SCGN
ZBTB20,SCGN
ZNF148,SCGN
ARX,SCML4
CTCF,SCN2A
EMX1,SCN2A
KLF10,SCN2A
KLF11,SCN2A
NEUROD6,SCN2A
NFIB,SCN2A
NR4A2,SCN2A
SOX5,SCN2A
VEZF1,SCN2A
ZBTB18,SCN2A
ZNF281,SCN2A
ARX,SCN3B
ASCL1,SCN3B
DEAF1,SCN3B
NFIA,SCN3B
POU3F2,SCN3B
VEZF1,SCN3B
ZNF148,SCN3B
ZNF219,SCN3B
ASCL1,SCN9A
BHLHE22,SCN9A
DEAF1,SCN9A
EMX1,SCN9A
KAT7,SCN9A
MEIS2,SCN9A
NR2E1,SCN9A
POU2F1,SCN9A
RFX2,SCN9A
SOX5,SCN9A
TFAP2C,SCN9A
VEZF1,SCN9A
ZBTB18,SCN9A
ZNF441,SCN9A
ARX,SCRG1
CTCF,SCRG1
DEAF1,SCRG1
E2F1,SCRG1
MEIS2,SCRG1
NEUROD6,SCRG1
NR2E1,SCRG1
RFX2,SCRG1
SOX9,SCRG1
TBR1,SCRG1
VEZF1,SCRG1
ZBTB18,SCRG1
ZNF148,SCRG1
DEAF1,SCRT1
CTCF,SCRT2
KLF11,SCRT2
NFIA,SCRT2
NFIB,SCRT2
NR2E1,SCRT2
POU2F1,SCRT2
ZBTB18,SCRT2
ZNF441,SCRT2
ARX,SDC2
ASCL1,SDC2
ATF7,SDC2
BHLHE22,SDC2
CTCF,SDC2
DEAF1,SDC2
EMX1,SDC2
FOS,SDC2
JUN,SDC2
KLF10,SDC2
KLF11,SDC2
KLF3,SDC2
MEF2C,SDC2
MEIS2,SDC2
NEUROD2,SDC2
NEUROD6,SDC2
NFIA,SDC2
NFIB,SDC2
NR2E1,SDC2
NR4A2,SDC2
POU2F1,SDC2
POU3F1,SDC2
POU3F2,SDC2
RFX2,SDC2
SATB2,SDC2
SOX2,SDC2
SOX5,SDC2
SOX6,SDC2
TBR1,SDC2
TCF7L1,SDC2
TFAP2C,SDC2
VEZF1,SDC2
ZBTB18,SDC2
ZBTB20,SDC2
ZNF148,SDC2
ZNF219,SDC2
ZNF441,SDC2
ARX,SDF2L1
ATF7,SDF2L1
BHLHE22,SDF2L1
CTCF,SDF2L1
DEAF1,SDF2L1
E2F1,SDF2L1
FOS,SDF2L1
JUN,SDF2L1
KAT7,SDF2L1
KLF3,SDF2L1
MEF2C,SDF2L1
NFIA,SDF2L1
NFIB,SDF2L1
NR2E1,SDF2L1
POU2F1,SDF2L1
POU3F2,SDF2L1
RFX2,SDF2L1
SOX2,SDF2L1
SOX5,SDF2L1
SOX6,SDF2L1
SOX9,SDF2L1
TBR1,SDF2L1
VEZF1,SDF2L1
ZBTB20,SDF2L1
ZNF219,SDF2L1
ZNF281,SDF2L1
ZNF441,SDF2L1
ATF7,SEC24D
BHLHE22,SEC24D
CTCF,SEC24D
E2F1,SEC24D
EMX1,SEC24D
FOS,SEC24D
JUN,SEC24D
KAT7,SEC24D
KLF10,SEC24D
KLF11,SEC24D
KLF3,SEC24D
MEF2C,SEC24D
MEIS2,SEC24D
