tf,target
NEUROD2,SEC24D
NFIA,SEC24D
NFIB,SEC24D
NR2E1,SEC24D
NR4A2,SEC24D
POU2F1,SEC24D
POU3F2,SEC24D
RFX2,SEC24D
SOX2,SEC24D
SOX6,SEC24D
SOX9,SEC24D
TBR1,SEC24D
TCF3,SEC24D
TCF7L1,SEC24D
VEZF1,SEC24D
ZBTB18,SEC24D
ZBTB20,SEC24D
ZNF148,SEC24D
ZNF219,SEC24D
ZNF281,SEC24D
ZNF441,SEC24D
ARX,SEL1L3
ASCL1,SEL1L3
ATF7,SEL1L3
BHLHE22,SEL1L3
CTCF,SEL1L3
DEAF1,SEL1L3
E2F1,SEL1L3
EMX1,SEL1L3
FOS,SEL1L3
JUN,SEL1L3
KAT7,SEL1L3
KLF10,SEL1L3
KLF11,SEL1L3
KLF3,SEL1L3
MEF2C,SEL1L3
MEIS2,SEL1L3
NEUROD2,SEL1L3
NEUROD6,SEL1L3
NFIA,SEL1L3
NFIB,SEL1L3
NR2E1,SEL1L3
NR4A2,SEL1L3
PHF21A,SEL1L3
POU2F1,SEL1L3
POU3F1,SEL1L3
POU3F2,SEL1L3
RFX2,SEL1L3
SATB2,SEL1L3
SOX2,SEL1L3
SOX5,SEL1L3
SOX6,SEL1L3
SOX9,SEL1L3
TBR1,SEL1L3
TCF12,SEL1L3
TCF3,SEL1L3
TCF7L1,SEL1L3
TFAP2C,SEL1L3
VEZF1,SEL1L3
ZBTB18,SEL1L3
ZBTB20,SEL1L3
ZNF148,SEL1L3
ZNF219,SEL1L3
ZNF281,SEL1L3
ZNF441,SEL1L3
MEF2C,SEMA3A
SOX2,SEMA3A
VEZF1,SEMA3A
ARX,SEMA3C
BHLHE22,SEMA3C
CTCF,SEMA3C
KAT7,SEMA3C
NR2E1,SEMA3C
TBR1,SEMA3C
ZNF219,SEMA3C
ARX,SEMA3E
CTCF,SEMA3E
NR2E1,SEMA3E
SOX2,SEMA3E
SOX9,SEMA3E
TBR1,SEMA3E
VEZF1,SEMA3E
ZNF441,SEMA3E
ARX,SEMA5A
ATF7,SEMA5A
BHLHE22,SEMA5A
CTCF,SEMA5A
DEAF1,SEMA5A
E2F1,SEMA5A
EMX1,SEMA5A
JUN,SEMA5A
KLF11,SEMA5A
KLF3,SEMA5A
MEF2C,SEMA5A
NEUROD2,SEMA5A
NEUROD6,SEMA5A
NFIA,SEMA5A
NR2E1,SEMA5A
NR4A2,SEMA5A
POU2F1,SEMA5A
POU3F2,SEMA5A
RFX2,SEMA5A
SOX2,SEMA5A
SOX5,SEMA5A
SOX6,SEMA5A
SOX9,SEMA5A
TBR1,SEMA5A
TCF12,SEMA5A
TCF3,SEMA5A
TCF7L1,SEMA5A
ZBTB18,SEMA5A
ZBTB20,SEMA5A
ZNF148,SEMA5A
ZNF219,SEMA5A
ZNF441,SEMA5A
ARX,SEMA6A
ASCL1,SEMA6A
ATF7,SEMA6A
BHLHE22,SEMA6A
CTCF,SEMA6A
E2F1,SEMA6A
EMX1,SEMA6A
FOS,SEMA6A
KAT7,SEMA6A
KLF10,SEMA6A
KLF11,SEMA6A
KLF3,SEMA6A
MEF2C,SEMA6A
MEIS2,SEMA6A
NEUROD2,SEMA6A
NEUROD6,SEMA6A
NFIA,SEMA6A
NFIB,SEMA6A
NR2E1,SEMA6A
NR4A2,SEMA6A
PHF21A,SEMA6A
POU2F1,SEMA6A
POU3F2,SEMA6A
RFX2,SEMA6A
SATB2,SEMA6A
SOX5,SEMA6A
SOX6,SEMA6A
SOX9,SEMA6A
TCF12,SEMA6A
TCF3,SEMA6A
TCF7L1,SEMA6A
TFAP2C,SEMA6A
VEZF1,SEMA6A
ZBTB18,SEMA6A
ZBTB20,SEMA6A
ZNF148,SEMA6A
ZNF281,SEMA6A
ZNF441,SEMA6A
NFIB,SEMA6B
EMX1,SEMA6D
KLF10,SEMA6D
KLF11,SEMA6D
NEUROD2,SEMA6D
NEUROD6,SEMA6D
TCF12,SEMA6D
TCF7L1,SEMA6D
TFAP2C,SEMA6D
ARX,SEPHS1
E2F1,SEPHS1
KLF3,SEPHS1
MEF2C,SEPHS1
MEIS2,SEPHS1
NEUROD2,SEPHS1
NEUROD6,SEPHS1
NR2E1,SEPHS1
RFX2,SEPHS1
SOX2,SEPHS1
SOX9,SEPHS1
ZNF219,SEPHS1
ZNF281,SEPHS1
BHLHE22,SEPHS2
EMX1,SEPHS2
KLF11,SEPHS2
KLF3,SEPHS2
MEF2C,SEPHS2
MEIS2,SEPHS2
NFIB,SEPHS2
POU2F1,SEPHS2
RFX2,SEPHS2
TBR1,SEPHS2
VEZF1,SEPHS2
ARX,SERINC5
CTCF,SERINC5
JUN,SERINC5
RFX2,SERINC5
SOX2,SERINC5
SOX6,SERINC5
SOX9,SERINC5
TCF3,SERINC5
ZNF219,SERINC5
ARX,SERPINB6
ASCL1,SERPINB6
ATF7,SERPINB6
BHLHE22,SERPINB6
CTCF,SERPINB6
DEAF1,SERPINB6
E2F1,SERPINB6
EMX1,SERPINB6
FOS,SERPINB6
JUN,SERPINB6
KAT7,SERPINB6
KLF10,SERPINB6
KLF11,SERPINB6
KLF3,SERPINB6
MEF2C,SERPINB6
MEIS2,SERPINB6
NEUROD2,SERPINB6
NEUROD6,SERPINB6
NFIA,SERPINB6
NFIB,SERPINB6
NR2E1,SERPINB6
NR4A2,SERPINB6
POU2F1,SERPINB6
POU3F2,SERPINB6
RFX2,SERPINB6
SATB2,SERPINB6
SOX2,SERPINB6
SOX5,SERPINB6
SOX6,SERPINB6
TBR1,SERPINB6
TCF12,SERPINB6
TCF3,SERPINB6
TCF7L1,SERPINB6
TFAP2C,SERPINB6
VEZF1,SERPINB6
ZBTB18,SERPINB6
ZBTB20,SERPINB6
ZNF148,SERPINB6
ZNF219,SERPINB6
ZNF441,SERPINB6
BHLHE22,SERPINE2
DEAF1,SERPINE2
EMX1,SERPINE2
KAT7,SERPINE2
MEF2C,SERPINE2
NEUROD2,SERPINE2
NR2E1,SERPINE2
SOX9,SERPINE2
TBR1,SERPINE2
TFAP2C,SERPINE2
VEZF1,SERPINE2
ZBTB18,SERPINE2
ZBTB20,SERPINE2
ZNF219,SERPINE2
ZNF441,SERPINE2
ZNF441,SERPINF1
ARX,SERPINH1
ASCL1,SERPINH1
ATF7,SERPINH1
BHLHE22,SERPINH1
CTCF,SERPINH1
DEAF1,SERPINH1
E2F1,SERPINH1
EMX1,SERPINH1
FOS,SERPINH1
JUN,SERPINH1
KAT7,SERPINH1
KLF10,SERPINH1
KLF11,SERPINH1
KLF3,SERPINH1
MEF2C,SERPINH1
MEIS2,SERPINH1
NEUROD2,SERPINH1
NEUROD6,SERPINH1
NFIA,SERPINH1
NFIB,SERPINH1
NR2E1,SERPINH1
NR4A2,SERPINH1
PHF21A,SERPINH1
POU2F1,SERPINH1
POU3F2,SERPINH1
RFX2,SERPINH1
SATB2,SERPINH1
SOX2,SERPINH1
SOX5,SERPINH1
SOX6,SERPINH1
SOX9,SERPINH1
TBR1,SERPINH1
TCF3,SERPINH1
TCF7L1,SERPINH1
TFAP2C,SERPINH1
VEZF1,SERPINH1
ZBTB18,SERPINH1
ZBTB20,SERPINH1
ZNF148,SERPINH1
ZNF219,SERPINH1
ZNF281,SERPINH1
ZNF441,SERPINH1
KLF10,SERPINI1
KLF3,SERPINI1
ATF7,SESN2
BHLHE22,SESN2
E2F1,SESN2
KAT7,SESN2
KLF11,SESN2
NFIA,SESN2
RFX2,SESN2
SOX2,SESN2
TBR1,SESN2
TFAP2C,SESN2
VEZF1,SESN2
ZNF219,SESN2
ZNF441,SESN2
ARX,SESN3
DEAF1,SESN3
KLF11,SESN3
MEF2C,SESN3
MEIS2,SESN3
NFIA,SESN3
NR4A2,SESN3
PHF21A,SESN3
ZBTB18,SESN3
ZBTB20,SESN3
ZNF148,SESN3
NR2E1,SET
RFX2,SET
SOX2,SET
VEZF1,SET
ZNF219,SET
MEF2C,SETBP1
MEIS2,SETBP1
NR2E1,SETBP1
SATB2,SETBP1
SOX2,SETBP1
VEZF1,SETBP1
ZNF148,SETBP1
NFIA,SEZ6
ZNF441,SEZ6
ARX,SEZ6L
ATF7,SEZ6L
BHLHE22,SEZ6L
DEAF1,SEZ6L
E2F1,SEZ6L
EMX1,SEZ6L
FOS,SEZ6L
JUN,SEZ6L
KAT7,SEZ6L
KLF10,SEZ6L
KLF11,SEZ6L
KLF3,SEZ6L
MEF2C,SEZ6L
NEUROD2,SEZ6L
NEUROD6,SEZ6L
NFIA,SEZ6L
NFIB,SEZ6L
NR4A2,SEZ6L
PHF21A,SEZ6L
POU2F1,SEZ6L
POU3F1,SEZ6L
POU3F2,SEZ6L
RFX2,SEZ6L
SATB2,SEZ6L
SOX5,SEZ6L
SOX6,SEZ6L
SOX9,SEZ6L
TBR1,SEZ6L
TCF12,SEZ6L
TCF3,SEZ6L
TCF7L1,SEZ6L
TFAP2C,SEZ6L
VEZF1,SEZ6L
ZBTB18,SEZ6L
ZBTB20,SEZ6L
ZNF148,SEZ6L
ZNF219,SEZ6L
ZNF281,SEZ6L
ZNF441,SEZ6L
ARX,SEZ6L2
DEAF1,SEZ6L2
E2F1,SEZ6L2
NEUROD2,SEZ6L2
ZNF148,SEZ6L2
ZNF219,SEZ6L2
ARX,SFPQ
KLF11,SFPQ
KLF3,SFPQ
MEF2C,SFPQ
MEIS2,SFPQ
NEUROD2,SFPQ
NFIB,SFPQ
NR2E1,SFPQ
RFX2,SFPQ
SATB2,SFPQ
SOX2,SFPQ
SOX9,SFPQ
ZNF219,SFPQ
ZNF281,SFPQ
BHLHE22,SFRP1
E2F1,SFRP1
EMX1,SFRP1
JUN,SFRP1
KLF10,SFRP1
KLF11,SFRP1
KLF3,SFRP1
MEF2C,SFRP1
NEUROD6,SFRP1
NR2E1,SFRP1
POU2F1,SFRP1
POU3F2,SFRP1
RFX2,SFRP1
SOX2,SFRP1
TBR1,SFRP1
TCF7L1,SFRP1
VEZF1,SFRP1
ZBTB18,SFRP1
ZNF148,SFRP1
ZNF219,SFRP1
ZNF441,SFRP1
ARX,SFRP2
BHLHE22,SFRP2
E2F1,SFRP2
EMX1,SFRP2
JUN,SFRP2
KLF10,SFRP2
KLF11,SFRP2
KLF3,SFRP2
MEIS2,SFRP2
NFIA,SFRP2
NR2E1,SFRP2
POU2F1,SFRP2
POU3F1,SFRP2
POU3F2,SFRP2
RFX2,SFRP2
SOX2,SFRP2
SOX5,SFRP2
SOX9,SFRP2
TBR1,SFRP2
TCF3,SFRP2
TCF7L1,SFRP2
TFAP2C,SFRP2
ZBTB18,SFRP2
ZBTB20,SFRP2
ZNF219,SFRP2
ZNF441,SFRP2
ARX,SFRP4
BHLHE22,SFRP4
CTCF,SFRP4
E2F1,SFRP4
EMX1,SFRP4
JUN,SFRP4
NR2E1,SFRP4
RFX2,SFRP4
SOX9,SFRP4
TBR1,SFRP4
TCF7L1,SFRP4
VEZF1,SFRP4
ZBTB18,SFRP4
ZNF148,SFRP4
ZNF281,SFRP4
ASCL1,SFTA3
MEIS2,SFTA3
CTCF,SGCG
FOS,SGCG
SOX9,SGCG
E2F1,SGK1
EMX1,SGK1
JUN,SGK1
KAT7,SGK1
KLF10,SGK1
KLF3,SGK1
MEF2C,SGK1
NEUROD2,SGK1
NR2E1,SGK1
POU3F2,SGK1
SOX6,SGK1
SOX9,SGK1
TFAP2C,SGK1
VEZF1,SGK1
ZBTB18,SGK1
ZBTB20,SGK1
ZNF148,SGK1
ZNF441,SGK1
ARX,SGO1
ATF7,SGO1
CTCF,SGO1
JUN,SGO1
KAT7,SGO1
MEF2C,SGO1
MEIS2,SGO1
NEUROD2,SGO1
NFIB,SGO1
NR2E1,SGO1
RFX2,SGO1
SOX2,SGO1
SOX9,SGO1
TBR1,SGO1
TCF7L1,SGO1
VEZF1,SGO1
ZNF148,SGO1
ZNF219,SGO1
ARX,SGO2
BHLHE22,SGO2
E2F1,SGO2
JUN,SGO2
KLF11,SGO2
MEF2C,SGO2
MEIS2,SGO2
NEUROD2,SGO2
NFIB,SGO2
NR2E1,SGO2
RFX2,SGO2
SOX2,SGO2
SOX9,SGO2
TBR1,SGO2
TCF7L1,SGO2
VEZF1,SGO2
ZBTB20,SGO2
ZNF219,SGO2
ZNF281,SGO2
ARX,SH3BP5
DEAF1,SH3BP5
NR2E1,SH3BP5
ARX,SHC3
ASCL1,SHC3
ATF7,SHC3
BHLHE22,SHC3
CTCF,SHC3
DEAF1,SHC3
E2F1,SHC3
EMX1,SHC3
FOS,SHC3
JUN,SHC3
KAT7,SHC3
KLF10,SHC3
KLF11,SHC3
KLF3,SHC3
MEF2C,SHC3
MEIS2,SHC3
NEUROD2,SHC3
NEUROD6,SHC3
NFIA,SHC3
NFIB,SHC3
NR2E1,SHC3
NR4A2,SHC3
POU2F1,SHC3
POU3F2,SHC3
RFX2,SHC3
SATB2,SHC3
SOX2,SHC3
SOX5,SHC3
SOX6,SHC3
SOX9,SHC3
TBR1,SHC3
TCF12,SHC3
TCF3,SHC3
TCF7L1,SHC3
TFAP2C,SHC3
VEZF1,SHC3
ZBTB18,SHC3
ZBTB20,SHC3
ZNF148,SHC3
ZNF219,SHC3
ZNF281,SHC3
ZNF441,SHC3
ZNF219,SHISA2
RFX2,SHISA3
ARX,SHMT2
ATF7,SHMT2
BHLHE22,SHMT2
CTCF,SHMT2
DEAF1,SHMT2
E2F1,SHMT2
EMX1,SHMT2
FOS,SHMT2
JUN,SHMT2
KLF10,SHMT2
KLF11,SHMT2
KLF3,SHMT2
MEF2C,SHMT2
MEIS2,SHMT2
NEUROD2,SHMT2
NEUROD6,SHMT2
NFIA,SHMT2
NFIB,SHMT2
NR2E1,SHMT2
NR4A2,SHMT2
POU2F1,SHMT2
POU3F2,SHMT2
RFX2,SHMT2
SATB2,SHMT2
SOX2,SHMT2
SOX5,SHMT2
TBR1,SHMT2
TCF12,SHMT2
TCF7L1,SHMT2
TFAP2C,SHMT2
VEZF1,SHMT2
ZBTB18,SHMT2
ZBTB20,SHMT2
ZNF148,SHMT2
ZNF219,SHMT2
ZNF281,SHMT2
ZNF441,SHMT2
SOX2,SHTN1
MEF2C,SIAH2
NFIA,SIAH2
NR2E1,SIAH2
TFAP2C,SIAH2
ZNF219,SIAH2
ARX,SIPA1L2
ASCL1,SIPA1L2
ATF7,SIPA1L2
BHLHE22,SIPA1L2
CTCF,SIPA1L2
DEAF1,SIPA1L2
EMX1,SIPA1L2
FOS,SIPA1L2
JUN,SIPA1L2
KAT7,SIPA1L2
KLF10,SIPA1L2
KLF11,SIPA1L2
KLF3,SIPA1L2
MEF2C,SIPA1L2
MEIS2,SIPA1L2
NFIB,SIPA1L2
NR2E1,SIPA1L2
POU2F1,SIPA1L2
POU3F1,SIPA1L2
RFX2,SIPA1L2
SOX2,SIPA1L2
SOX5,SIPA1L2
SOX6,SIPA1L2
TBR1,SIPA1L2
TCF3,SIPA1L2
TCF7L1,SIPA1L2
TFAP2C,SIPA1L2
VEZF1,SIPA1L2
ZBTB18,SIPA1L2
ZBTB20,SIPA1L2
ZNF219,SIPA1L2
ZNF281,SIPA1L2
ZNF441,SIPA1L2
ARX,SKA3
E2F1,SKA3
KLF10,SKA3
MEF2C,SKA3
NR2E1,SKA3
RFX2,SKA3
SATB2,SKA3
SOX2,SKA3
SOX9,SKA3
ZNF148,SKA3
ZNF219,SKA3
ASCL1,SKIL
NR2E1,SKIL
ZBTB20,SKIL
ARX,SLA
ASCL1,SLA
ATF7,SLA
DEAF1,SLA
EMX1,SLA
FOS,SLA
JUN,SLA
KLF10,SLA
NEUROD2,SLA
NFIA,SLA
NR2E1,SLA
NR4A2,SLA
POU2F1,SLA
RFX2,SLA
SOX5,SLA
SOX6,SLA
SOX9,SLA
TBR1,SLA
TCF12,SLA
TCF3,SLA
TCF7L1,SLA
ZBTB18,SLA
ZNF148,SLA
ZNF219,SLA
ZNF281,SLA
ZNF441,SLA
PHF21A,SLC15A3
ARX,SLC16A1
ATF7,SLC16A1
CTCF,SLC16A1
E2F1,SLC16A1
JUN,SLC16A1
KAT7,SLC16A1
KLF10,SLC16A1
KLF11,SLC16A1
KLF3,SLC16A1
MEF2C,SLC16A1
NEUROD2,SLC16A1
NEUROD6,SLC16A1
NFIA,SLC16A1
NR2E1,SLC16A1
NR4A2,SLC16A1
POU2F1,SLC16A1
RFX2,SLC16A1
SATB2,SLC16A1
SOX6,SLC16A1
SOX9,SLC16A1
TCF7L1,SLC16A1
ZBTB18,SLC16A1
ZBTB20,SLC16A1
ZNF148,SLC16A1
ZNF219,SLC16A1
ZNF281,SLC16A1
E2F1,SLC16A3
KLF10,SLC16A3
KLF11,SLC16A3
NEUROD2,SLC16A3
NEUROD6,SLC16A3
SOX9,SLC16A3
ARX,SLC16A9
BHLHE22,SLC16A9
CTCF,SLC16A9
E2F1,SLC16A9
EMX1,SLC16A9
JUN,SLC16A9
KLF10,SLC16A9
KLF11,SLC16A9
NFIA,SLC16A9
NR2E1,SLC16A9
POU3F2,SLC16A9
RFX2,SLC16A9
SOX5,SLC16A9
SOX9,SLC16A9
TCF7L1,SLC16A9
VEZF1,SLC16A9
ZNF148,SLC16A9
ZNF441,SLC16A9
ARX,SLC17A6
DEAF1,SLC17A6
E2F1,SLC17A6
JUN,SLC17A6
NEUROD2,SLC17A6
NR2E1,SLC17A6
TBR1,SLC17A6
TFAP2C,SLC17A6
ZBTB18,SLC17A6
ARX,SLC17A7
BHLHE22,SLC17A7
DEAF1,SLC17A7
E2F1,SLC17A7
JUN,SLC17A7
NR4A2,SLC17A7
PHF21A,SLC17A7
RFX2,SLC17A7
SOX9,SLC17A7
TBR1,SLC17A7
TCF3,SLC17A7
ARX,SLC1A3
ASCL1,SLC1A3
ATF7,SLC1A3
BHLHE22,SLC1A3
CTCF,SLC1A3
DEAF1,SLC1A3
E2F1,SLC1A3
EMX1,SLC1A3
FOS,SLC1A3
JUN,SLC1A3
KAT7,SLC1A3
KLF10,SLC1A3
KLF11,SLC1A3
KLF3,SLC1A3
MEF2C,SLC1A3
MEIS2,SLC1A3
NEUROD2,SLC1A3
NEUROD6,SLC1A3
NFIA,SLC1A3
NFIB,SLC1A3
NR2E1,SLC1A3
NR4A2,SLC1A3
PHF21A,SLC1A3
POU2F1,SLC1A3
POU3F1,SLC1A3
POU3F2,SLC1A3
RFX2,SLC1A3
SATB2,SLC1A3
SOX2,SLC1A3
SOX5,SLC1A3
SOX6,SLC1A3
SOX9,SLC1A3
TBR1,SLC1A3
TCF12,SLC1A3
TCF3,SLC1A3
TCF7L1,SLC1A3
TFAP2C,SLC1A3
VEZF1,SLC1A3
ZBTB18,SLC1A3
ZBTB20,SLC1A3
ZNF148,SLC1A3
ZNF219,SLC1A3
ZNF281,SLC1A3
ZNF441,SLC1A3
ARX,SLC24A2
CTCF,SLC24A2
DEAF1,SLC24A2
E2F1,SLC24A2
JUN,SLC24A2
PHF21A,SLC24A2
POU2F1,SLC24A2
TCF3,SLC24A2
ZBTB18,SLC24A2
ZNF219,SLC24A2
ZNF441,SLC24A2
ARX,SLC25A5
ATF7,SLC25A5
BHLHE22,SLC25A5
CTCF,SLC25A5
DEAF1,SLC25A5
E2F1,SLC25A5
EMX1,SLC25A5
FOS,SLC25A5
JUN,SLC25A5
KAT7,SLC25A5
KLF10,SLC25A5
KLF11,SLC25A5
KLF3,SLC25A5
MEF2C,SLC25A5
MEIS2,SLC25A5
NEUROD2,SLC25A5
NEUROD6,SLC25A5
NFIA,SLC25A5
NFIB,SLC25A5
NR2E1,SLC25A5
NR4A2,SLC25A5
POU2F1,SLC25A5
POU3F2,SLC25A5
RFX2,SLC25A5
SATB2,SLC25A5
SOX2,SLC25A5
SOX5,SLC25A5
SOX6,SLC25A5
SOX9,SLC25A5
TBR1,SLC25A5
TCF12,SLC25A5
TCF7L1,SLC25A5
TFAP2C,SLC25A5
VEZF1,SLC25A5
ZBTB18,SLC25A5
ZBTB20,SLC25A5
ZNF148,SLC25A5
ZNF219,SLC25A5
ZNF441,SLC25A5
ARX,SLC25A6
ASCL1,SLC25A6
ATF7,SLC25A6
BHLHE22,SLC25A6
CTCF,SLC25A6
DEAF1,SLC25A6
E2F1,SLC25A6
EMX1,SLC25A6
FOS,SLC25A6
JUN,SLC25A6
KAT7,SLC25A6
KLF10,SLC25A6
KLF11,SLC25A6
KLF3,SLC25A6
MEF2C,SLC25A6
MEIS2,SLC25A6
NEUROD6,SLC25A6
NFIA,SLC25A6
NFIB,SLC25A6
NR2E1,SLC25A6
NR4A2,SLC25A6
POU2F1,SLC25A6
POU3F2,SLC25A6
RFX2,SLC25A6
SATB2,SLC25A6
SOX2,SLC25A6
SOX5,SLC25A6
SOX6,SLC25A6
SOX9,SLC25A6
TBR1,SLC25A6
TCF7L1,SLC25A6
TFAP2C,SLC25A6
VEZF1,SLC25A6
ZBTB18,SLC25A6
ZBTB20,SLC25A6
ZNF148,SLC25A6
ZNF219,SLC25A6
ZNF281,SLC25A6
ZNF441,SLC25A6
ASCL1,SLC2A1
DEAF1,SLC2A1
EMX1,SLC2A1
KAT7,SLC2A1
MEF2C,SLC2A1
MEIS2,SLC2A1
NEUROD6,SLC2A1
NFIA,SLC2A1
NFIB,SLC2A1
NR2E1,SLC2A1
NR4A2,SLC2A1
POU2F1,SLC2A1
POU3F2,SLC2A1
RFX2,SLC2A1
SOX5,SLC2A1
TBR1,SLC2A1
TCF7L1,SLC2A1
TFAP2C,SLC2A1
ZBTB18,SLC2A1
ZBTB20,SLC2A1
ZNF148,SLC2A1
ZNF219,SLC2A1
ARX,SLC2A3
ATF7,SLC2A3
BHLHE22,SLC2A3
CTCF,SLC2A3
E2F1,SLC2A3
EMX1,SLC2A3
FOS,SLC2A3
KAT7,SLC2A3
KLF10,SLC2A3
KLF11,SLC2A3
KLF3,SLC2A3
MEF2C,SLC2A3
MEIS2,SLC2A3
NEUROD6,SLC2A3
NFIB,SLC2A3
NR2E1,SLC2A3
NR4A2,SLC2A3
POU2F1,SLC2A3
POU3F2,SLC2A3
RFX2,SLC2A3
SATB2,SLC2A3
SOX2,SLC2A3
SOX5,SLC2A3
TCF3,SLC2A3
TCF7L1,SLC2A3
TFAP2C,SLC2A3
VEZF1,SLC2A3
ZBTB20,SLC2A3
ZNF148,SLC2A3
ZNF281,SLC2A3
ZNF441,SLC2A3
ARX,SLC32A1
JUN,SLC32A1
MEIS2,SLC32A1
NR2E1,SLC32A1
TCF3,SLC32A1
ARX,SLC3A2
ATF7,SLC3A2
BHLHE22,SLC3A2
CTCF,SLC3A2
DEAF1,SLC3A2
E2F1,SLC3A2
EMX1,SLC3A2
FOS,SLC3A2
KAT7,SLC3A2
KLF10,SLC3A2
KLF11,SLC3A2
KLF3,SLC3A2
MEF2C,SLC3A2
MEIS2,SLC3A2
NEUROD2,SLC3A2
NEUROD6,SLC3A2
NFIA,SLC3A2
NFIB,SLC3A2
NR2E1,SLC3A2
NR4A2,SLC3A2
POU2F1,SLC3A2
POU3F2,SLC3A2
RFX2,SLC3A2
SOX2,SLC3A2
SOX5,SLC3A2
SOX6,SLC3A2
SOX9,SLC3A2
TBR1,SLC3A2
TCF12,SLC3A2
TCF7L1,SLC3A2
TFAP2C,SLC3A2
VEZF1,SLC3A2
ZBTB18,SLC3A2
ZBTB20,SLC3A2
ZNF148,SLC3A2
ZNF219,SLC3A2
ZNF281,SLC3A2
ZNF441,SLC3A2
ATF7,SLC40A1
EMX1,SLC40A1
NR2E1,SLC40A1
NR4A2,SLC40A1
TBR1,SLC40A1
VEZF1,SLC40A1
BHLHE22,SLC44A3
EMX1,SLC44A3
ARX,SLC4A10
BHLHE22,SLC4A10
NR2E1,SLC4A10
POU3F1,SLC4A10
SOX2,SLC4A10
TBR1,SLC4A10
TFAP2C,SLC4A10
VEZF1,SLC4A10
ZNF219,SLC4A10
ARX,SLC5A3
ASCL1,SLC5A3
ATF7,SLC5A3
BHLHE22,SLC5A3
CTCF,SLC5A3
DEAF1,SLC5A3
E2F1,SLC5A3
EMX1,SLC5A3
FOS,SLC5A3
JUN,SLC5A3
KAT7,SLC5A3
KLF10,SLC5A3
KLF11,SLC5A3
KLF3,SLC5A3
MEF2C,SLC5A3
MEIS2,SLC5A3
NEUROD2,SLC5A3
NEUROD6,SLC5A3
NFIA,SLC5A3
NFIB,SLC5A3
NR2E1,SLC5A3
NR4A2,SLC5A3
POU2F1,SLC5A3
POU3F2,SLC5A3
RFX2,SLC5A3
SATB2,SLC5A3
SOX2,SLC5A3
SOX5,SLC5A3
SOX6,SLC5A3
SOX9,SLC5A3
TBR1,SLC5A3
TCF3,SLC5A3
TCF7L1,SLC5A3
TFAP2C,SLC5A3
VEZF1,SLC5A3
ZBTB18,SLC5A3
ZBTB20,SLC5A3
ZNF148,SLC5A3
ZNF219,SLC5A3
ZNF281,SLC5A3
ZNF441,SLC5A3
ARX,SLC6A1
ASCL1,SLC6A1
CTCF,SLC6A1
E2F1,SLC6A1
EMX1,SLC6A1
JUN,SLC6A1
KLF10,SLC6A1
KLF3,SLC6A1
NEUROD2,SLC6A1
NFIB,SLC6A1
NR4A2,SLC6A1
PHF21A,SLC6A1
POU2F1,SLC6A1
RFX2,SLC6A1
SOX2,SLC6A1
SOX6,SLC6A1
TBR1,SLC6A1
TCF12,SLC6A1
TCF3,SLC6A1
TCF7L1,SLC6A1
ZBTB20,SLC6A1
ZNF219,SLC6A1
ZNF281,SLC6A1
ZNF441,SLC6A1
ARX,SLC6A8
ATF7,SLC6A8
BHLHE22,SLC6A8
EMX1,SLC6A8
JUN,SLC6A8
KLF10,SLC6A8
KLF11,SLC6A8
NEUROD6,SLC6A8
NFIA,SLC6A8
NFIB,SLC6A8
PHF21A,SLC6A8
POU2F1,SLC6A8
RFX2,SLC6A8
SOX6,SLC6A8
SOX9,SLC6A8
TCF7L1,SLC6A8
TFAP2C,SLC6A8
VEZF1,SLC6A8
ZBTB18,SLC6A8
ZBTB20,SLC6A8
ZNF148,SLC6A8
ZNF219,SLC6A8
ZNF281,SLC6A8
ZNF441,SLC6A8
ARX,SLC7A11
ATF7,SLC7A11
BHLHE22,SLC7A11
CTCF,SLC7A11
E2F1,SLC7A11
EMX1,SLC7A11
FOS,SLC7A11
KAT7,SLC7A11
KLF10,SLC7A11
KLF3,SLC7A11
NEUROD6,SLC7A11
NFIB,SLC7A11
NR2E1,SLC7A11
NR4A2,SLC7A11
POU2F1,SLC7A11
POU3F2,SLC7A11
SATB2,SLC7A11
SOX2,SLC7A11
SOX5,SLC7A11
SOX6,SLC7A11
TBR1,SLC7A11
TCF7L1,SLC7A11
TFAP2C,SLC7A11
VEZF1,SLC7A11
ZBTB18,SLC7A11
ZBTB20,SLC7A11
ZNF148,SLC7A11
ZNF441,SLC7A11
PHF21A,SLC7A3
TBR1,SLC7A3
FOS,SLC7A5
KLF11,SLC7A5
ZBTB20,SLC7A5
CTCF,SLC8A3
MEIS2,SLC8A3
NEUROD2,SLC8A3
NEUROD6,SLC8A3
ZBTB18,SLC8A3
ARX,SLCO5A1
POU3F1,SLCO5A1
SOX2,SLCO5A1
ATF7,SLIRP
KLF10,SLIRP
KLF11,SLIRP
NR2E1,SLIRP
RFX2,SLIRP
SOX9,SLIRP
ZNF219,SLIRP
ARX,SLIT1
ATF7,SLIT1
NR2E1,SLIT1
POU3F1,SLIT1
SOX2,SLIT1
SOX6,SLIT1
TCF12,SLIT1
NEUROD2,SLIT2
TCF12,SLIT2
VEZF1,SLIT2
ARX,SLITRK2
BHLHE22,SLITRK2
DEAF1,SLITRK2
E2F1,SLITRK2
EMX1,SLITRK2
FOS,SLITRK2
JUN,SLITRK2
KAT7,SLITRK2
KLF10,SLITRK2
KLF11,SLITRK2
KLF3,SLITRK2
MEF2C,SLITRK2
